task_id,output,acceptance,task_kind,build_tool,runtime_approach,eval_ids,event_ids,lever_ids
T-MUSIC-EVENT,Event adapter using scene IDs and versions,EV-012/014/015 dedupe correctly for Mixtape; no personal text,Pattern,M-LUNA,Deterministic code,E-035,EV-012; EV-014; EV-015,L-008
T-MUSIC-SKINS,Skin compatibility evidence and defects,Module works with each available manifest; missing skins remain explicitly blocked,Pattern,M-SOL,Deterministic code,E-048,EV-018,L-026
T-MUSIC-TEST,Recorded tests for this scene,"E-012 passes on keyboard, touch and reduced-motion paths",Pattern,M-SOL,Deterministic code,E-012,EV-018,L-008
T-MUSICFLOW-01,"Real song, instrumental or assisted delivery clearly stated",No generated lyrics presented as already sung,Creation,M-SUNO,Prepared media; provider route uncommitted,E-013,EV-057,L-008
T-MUSICFLOW-02,"Versioned lyrics, exclusions and name guide",No copyrighted source lyrics or named-artist imitation needed,Creation,M-SUNO,Prepared media; provider route uncommitted,E-013,EV-057,L-008
T-MUSICFLOW-03,"Measured quality, delivery time, download cost and rights",Record account/plan/terms evidence; do not assume public API,Creation,M-SUNO,Prepared media; provider route uncommitted,E-013,EV-057,L-008
T-MUSICFLOW-04,Written rights decision for intended card/export use,Check current Sep 2026 terms; subscription alone is not blanket proof,Pattern,M-SUNO,Prepared media; provider route uncommitted,E-013,EV-057,L-008
T-MUSICFLOW-05,Documented provider access path and turnaround,No unofficial scraper/API or shared credentials,Creation,M-SUNO,Prepared media; provider route uncommitted,E-013,EV-057,L-008
T-MUSICFLOW-06,Candidate IDs and human rubric results,"Pronunciation, warmth, lyric fidelity and quality pass",Creation,M-SUNO,Prepared media; provider route uncommitted,E-013,EV-057,L-008
T-MUSICFLOW-07,"Master, excerpt, cover and caption timing","No abrupt cut, clipping, unintended silence or rights gap",Creation,M-SUNO,Prepared media; provider route uncommitted,E-013,EV-057,L-008
T-MUSICFLOW-08,Reviewed timing data,On-screen words match sung words,Creation,M-SUNO,Prepared media; provider route uncommitted,E-013,EV-057,L-008
T-MUSICFLOW-09,Master controller for synth and files,Stop cancels scheduled nodes and HTML audio,Creation,M-SUNO,Prepared media; provider route uncommitted,E-013,EV-057,L-008
T-MUSICFLOW-10,Approved licensed instrumental/no-song option,Creator sees the limitation and can choose,Creation,M-SUNO,Prepared media; provider route uncommitted,E-013,EV-057,L-008
T-MUSICFLOW-11,Recording/performer/source provenance decision,Existing accessible MP3 is not automatically reusable commercially,Creation,M-SUNO,Prepared media; provider route uncommitted,E-013,EV-057,L-008
T-MUSICFLOW-12,Attempts/download credits/review/storage costs,Count rejected candidates and manual minutes,Pattern,M-SUNO,Prepared media; provider route uncommitted,E-013,EV-057,L-008
T-PET-01,Reusable pet archetypes or approved art,Demonstrate pet illustration from schema-driven data; satisfy E-010; preserve named behavior without copying adult personal content,Creation,M-SOL,Deterministic code,E-010,EV-014,L-004
T-PET-02,Approved kind age-specific reaction pool,Demonstrate reaction bank from schema-driven data; satisfy E-010; preserve named behavior without copying adult personal content,Creation,M-SOL,Deterministic code,E-010,EV-014,L-004
T-PET-03,"Cooldown, captions and global mute",Demonstrate bark and bubble from schema-driven data; satisfy E-010; preserve named behavior without copying adult personal content,Creation,M-SOL,Deterministic code,E-010,EV-014,L-004
T-PET-04,Motion-limited animation independent of audio,Demonstrate pet animation from schema-driven data; satisfy E-010; preserve named behavior without copying adult personal content,Creation,M-SOL,Deterministic code,E-010,EV-014,L-004
T-PET-05,"Personalized friendship traits, no unsupported facts",Demonstrate performance review from schema-driven data; satisfy E-010; preserve named behavior without copying adult personal content,Creation,M-SOL,Deterministic code,E-010,EV-014,L-004
T-PET-COPY,"Field list, content limits, approved example and no-data fallback",Every Companion scene field has allowed source and missing-value behavior,Judgment,M-HUMAN,Deterministic code,E-032,EV-014,L-004
T-PET-EVENT,Event adapter using scene IDs and versions,EV-012/014/015 dedupe correctly for Companion scene; no personal text,Pattern,M-LUNA,Deterministic code,E-035,EV-012; EV-014; EV-015,L-004
T-PET-SKINS,Skin compatibility evidence and defects,Module works with each available manifest; missing skins remain explicitly blocked,Pattern,M-SOL,Deterministic code,E-048,EV-014,L-026
T-PET-TEST,Recorded tests for this scene,"E-010 passes on keyboard, touch and reduced-motion paths",Pattern,M-SOL,Deterministic code,E-010,EV-014,L-004
T-REPS-01,Safe age-appropriate character action,Demonstrate character and dumbbell from schema-driven data; satisfy E-014; preserve named behavior without copying adult personal content,Creation,M-SOL,Deterministic code,E-014,EV-015,L-005
T-REPS-02,Deterministic bounded challenge state,Demonstrate counter from schema-driven data; satisfy E-014; preserve named behavior without copying adult personal content,Creation,M-SOL,Deterministic code,E-014,EV-015,L-005
T-REPS-03,Friendly achievements with no pressure to keep tapping,Demonstrate milestones from schema-driven data; satisfy E-014; preserve named behavior without copying adult personal content,Creation,M-SOL,Deterministic code,E-014,EV-015,L-005
T-REPS-04,"Interest-based fictional stats, no health-data collection",Demonstrate static stats from schema-driven data; satisfy E-014; preserve named behavior without copying adult personal content,Creation,M-SOL,Deterministic code,E-014,EV-015,L-005
T-REPS-05,Reduced-motion parity and accessible counter announcement,Demonstrate motion from schema-driven data; satisfy E-014; preserve named behavior without copying adult personal content,Creation,M-SOL,Deterministic code,E-014,EV-015,L-005
T-REPS-COPY,"Field list, content limits, approved example and no-data fallback",Every Tap challenge field has allowed source and missing-value behavior,Judgment,M-HUMAN,Deterministic code,E-032,EV-015,L-005
T-REPS-EVENT,Event adapter using scene IDs and versions,EV-012/014/015 dedupe correctly for Tap challenge; no personal text,Pattern,M-LUNA,Deterministic code,E-035,EV-012; EV-014; EV-015,L-005
T-REPS-SKINS,Skin compatibility evidence and defects,Module works with each available manifest; missing skins remain explicitly blocked,Pattern,M-SOL,Deterministic code,E-048,EV-015,L-026
T-REPS-TEST,Recorded tests for this scene,"E-014 passes on keyboard, touch and reduced-motion paths",Pattern,M-SOL,Deterministic code,E-014,EV-015,L-005
T-THEME-01,Verified theme list from current project,Unknown names stay unknown; no invented completed skins,Creation,M-LOVABLE,Deterministic theme manifests,E-048,EV-012,L-026
T-THEME-02,"Typography, color, spacing, motion and sound tokens",Tokens preserve accessibility and per-skin personality,Creation,M-LOVABLE,Deterministic theme manifests,E-048,EV-012,L-026
T-THEME-03,Reviewed Quest content and scene treatments,"Uses same JSON/player, distinct visuals",Creation,M-LOVABLE,Deterministic theme manifests,E-048,EV-012,L-026
T-THEME-04,Age/readability and art-direction review,No adult demo jokes leak into kid defaults,Pattern,M-LOVABLE,Deterministic theme manifests,E-048,EV-012,L-026
T-THEME-05,Sport content alternatives and visuals,No assumptions about athletic ability or gender,Pattern,M-LOVABLE,Deterministic theme manifests,E-048,EV-012,L-026
T-THEME-06,Pet/no-pet variants,Mascot fallback works without a real pet,Pattern,M-LOVABLE,Deterministic theme manifests,E-048,EV-012,L-026
T-THEME-07,Separated demo content and public marketing defaults,Adult demo is not the kids-first sales example,Creation,M-LOVABLE,Deterministic theme manifests,E-048,EV-012,L-026
T-THEME-08,Per-skin gaps and evidence,Every existing skin covered without palette-only replacement,Pattern,M-LOVABLE,Deterministic theme manifests,E-048,EV-012,L-026
T-THEME-09,Stable asset IDs and approved share treatments,All scenes export consistently with selected skin,Creation,M-LOVABLE,Deterministic theme manifests,E-048,EV-012,L-026
T-THEME-10,Golden fixture set,Long names and translated strings remain readable,Pattern,M-LOVABLE,Deterministic theme manifests,E-048,EV-012,L-026
T-BOOT-SHARE,Versioned recipe linked to the scene,SH-BOOT output passes E-025/E-026 and E-028,Creation,M-SOL,Deterministic code,E-025; E-026; E-028,EV-027,L-011
T-CERT-SHARE,Versioned recipe linked to the scene,SH-CERT output passes E-025/E-026 and E-028,Creation,M-SOL,Deterministic code,E-025; E-026; E-028,EV-027,L-011
T-CHART-SHARE,Versioned recipe linked to the scene,SH-CHART output passes E-025/E-026 and E-028,Creation,M-SOL,Deterministic code,E-025; E-026; E-028,EV-027,L-011
T-END-SHARE,Versioned recipe linked to the scene,SH-END output passes E-025/E-026 and E-028,Creation,M-SOL,Deterministic code,E-025; E-026; E-028,EV-027,L-011
T-FIN-SHARE,Versioned recipe linked to the scene,SH-FIN output passes E-025/E-026 and E-028,Creation,M-SOL,Deterministic code,E-025; E-026; E-028,EV-027,L-011
T-FUEL-SHARE,Versioned recipe linked to the scene,SH-FUEL output passes E-025/E-026 and E-028,Creation,M-SOL,Deterministic code,E-025; E-026; E-028,EV-027,L-011
T-GAUGE-SHARE,Versioned recipe linked to the scene,SH-GAUGE output passes E-025/E-026 and E-028,Creation,M-SOL,Deterministic code,E-025; E-026; E-028,EV-027,L-011
T-HERO-SHARE,Versioned recipe linked to the scene,SH-HERO output passes E-025/E-026 and E-028,Creation,M-SOL,Deterministic code,E-025; E-026; E-028,EV-027,L-011
T-INC-SHARE,Versioned recipe linked to the scene,SH-INC output passes E-025/E-026 and E-028,Creation,M-SOL,Deterministic code,E-025; E-026; E-028,EV-027,L-011
T-MUSIC-SHARE,Versioned recipe linked to the scene,SH-MUSIC output passes E-025/E-026 and E-028,Creation,M-SOL,Deterministic code,E-025; E-026; E-028,EV-027,L-011
T-OPS-01,"Authoritative branch, review and sync instructions",Two editors do not overwrite each other’s changes,Pattern,M-SOL,CI and scoped runbooks,E-039,EV-046,L-034
T-OPS-02,Synthetic data and no production credentials,Tests cannot debit real accounts or send messages,Pattern,M-SOL,CI and scoped runbooks,E-039,EV-046,L-034
T-OPS-03,"Schema, unit, integration, visual and security checks",Failing required gate blocks promotion,Creation,M-SOL,CI and scoped runbooks,E-039,EV-046,L-034
T-OPS-04,Release manifest with exact references,One bad asset need not roll back whole application,Creation,M-SOL,CI and scoped runbooks,E-039,EV-046,L-034
T-OPS-05,Timed recovery evidence,Known-good card still opens after recovery,Creation,M-SOL,CI and scoped runbooks,E-039,EV-046,L-034
T-OPS-06,"Named owner, backup and contact path",Part-time availability reflected in response promise,Creation,M-SOL,CI and scoped runbooks,E-039,EV-046,L-034
T-OPS-07,"Issue category, resolution and time tracking",No autonomous external messages or refunds,Creation,M-SOL,CI and scoped runbooks,E-039,EV-046,L-034
T-OPS-08,Weekly cost review with currency and usage,Failed generation and free-cohort costs visible,Creation,M-SOL,CI and scoped runbooks,E-039,EV-046,L-034
T-OPS-09,"Alerts, resource limits and transparent delays",No hidden monthly limits on approved free creators,Creation,M-SOL,CI and scoped runbooks,E-039,EV-046,L-034
T-OPS-10,Restorable source-of-truth snapshots,Vendor exit does not erase decision lineage,Creation,M-SOL,CI and scoped runbooks,E-039,EV-046,L-034
T-PET-SHARE,Versioned recipe linked to the scene,SH-PET output passes E-025/E-026 and E-028,Creation,M-SOL,Deterministic code,E-025; E-026; E-028,EV-027,L-011
T-PILOT-01,Age-band/device/input-diversity coverage,Pilot size is proposed; free family access remains unlimited,Judgment,M-HUMAN,Adult opt-in feedback,E-050,EV-035,L-027
T-PILOT-02,Real task observations and measured time,At least some givers work without founder operating UI,Judgment,M-HUMAN,Adult opt-in feedback,E-050,EV-035,L-027
T-PILOT-03,"Content, media, privacy and link approval",Audio-limited prototype honestly labelled,Judgment,M-HUMAN,Adult opt-in feedback,E-050,EV-035,L-027
T-PILOT-04,Opt-in survey/interview; no child contact data,Record delight and confusion separately,Judgment,M-HUMAN,Adult opt-in feedback,E-050,EV-035,L-027
T-PILOT-05,Kids-first approved marketing assets,Private child photos/cards not reused as ads,Judgment,M-HUMAN,Adult opt-in feedback,E-050,EV-035,L-027
T-PILOT-06,Eligible adult leads and share IDs,Gift views are not counted as customers,Judgment,M-HUMAN,Adult opt-in feedback,E-050,EV-035,L-027
T-PILOT-07,Adult-facing experiment with opt-out,No interruption or signup requirement for recipient,Judgment,M-HUMAN,Adult opt-in feedback,E-050,EV-035,L-027
T-PILOT-08,Evidence-linked next tasks,Improve interview/player before buying distribution,Judgment,M-HUMAN,Adult opt-in feedback,E-050,EV-035,L-027
T-PILOT-09,Adult consent and unsubscribe workflow,Published gifts survive subscription cancellation per policy,Judgment,M-HUMAN,Adult opt-in feedback,E-050,EV-035,L-027
T-PILOT-10,Recorded go/hold decision,No calendar date alone opens next release gate,Judgment,M-HUMAN,Adult opt-in feedback,E-050,EV-035,L-027
T-QUALITY-01,Sparse/rich/long-name/no-photo datasets,No real child records in CI,Creation,M-SOL,Automated tests + humans,E-021,EV-053,L-034
T-QUALITY-02,Issues and retest evidence,All controls labelled with logical focus order,Creation,M-SOL,Automated tests + humans,E-021,EV-053,L-034
T-QUALITY-03,"All scenes, transitions and exported media checked",Preference affects both CSS and WebGL,Pattern,M-SOL,Automated tests + humans,E-021,EV-053,L-034
T-QUALITY-04,Current and previous supported iOS versions,"Audio unlock, navigation and export verified",Pattern,M-SOL,Automated tests + humans,E-021,EV-053,L-034
T-QUALITY-05,"Low memory, low power and slow network evidence",SVG fallback and files remain useful,Pattern,M-SOL,Automated tests + humans,E-021,EV-053,L-034
T-QUALITY-06,Observed share/play limitations,No unsupported path shown as guaranteed,Pattern,M-SOL,Automated tests + humans,E-021,EV-053,L-034
T-QUALITY-07,"Navigation, audio, copy and downloads",Supported matrix explicitly declared,Creation,M-SOL,Automated tests + humans,E-021,EV-053,L-034
T-QUALITY-08,"Fonts, Three module, images, audio and API failure","Graceful fallback, no blank card",Pattern,M-SOL,Automated tests + humans,E-021,EV-053,L-034
T-QUALITY-09,Long-session profile,No rising detached DOM/audio/render loops,Creation,M-SOL,Automated tests + humans,E-021,EV-053,L-034
T-QUALITY-10,Sanitization/security evidence,"No stored XSS, secret exposure or unsafe fetch",Pattern,M-SOL,Automated tests + humans,E-021,EV-053,L-034
T-QUALITY-11,p75-oriented baseline with lab/field distinction,Proposed budgets accepted or revised from data,Pattern,M-SOL,Automated tests + humans,E-021,EV-053,L-034
T-QUALITY-12,Version-linked test report,Unperformed tests never shown as passed,Creation,M-SOL,Automated tests + humans,E-021,EV-053,L-034
T-REPS-SHARE,Versioned recipe linked to the scene,SH-REPS output passes E-025/E-026 and E-028,Creation,M-SOL,Deterministic code,E-025; E-026; E-028,EV-027,L-011
T-SHARE-01,"Download, copy-link, OS share and optional native integrations",No unsupported one-click Story-post promise,Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-02,"SH registry with selected state, copy, art and audio",All reference sections and product referral have recipes,Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-03,Renderer uses same approved JSON and asset versions,Export is reproducible without screen-scraping live UI,Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-04,Name/alias/photo/audio choices with preview,Explicit approval before derivative is created or shared,Pattern,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-05,1080×1920 proposed default; adjustable safe regions,No text hidden by actual IG/FB UI in device check,Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-06,1080×1080 and 1080×1350 proposed options,"Intentional composition, not blind stretch",Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-07,Loaded-font/asset barrier and CORS policy,"No tofu glyphs, blank image or tainted canvas",Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-08,Seeded timeline with completion/poster frame,Replay captures chosen state without live input races,Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-09,"Capability probe, queued encoding, explicit download",Codec/duration/size verified on target device,Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-10,Music excerpt with volume and optional silent version,Rights and caption sync pass before export,Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-11,Approved scene selection and duration budget,Meaningful teaser does not expose private scenes,Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-12,Export job state and cleanup,Cancellation stops costs where possible; no stuck spinner,Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-13,Ready file then fresh user gesture,Transient activation preserved; canShare checks actual payload,Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-14,Download and copy-link alternatives,Cancel is not logged as failure or successful post,Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-15,"Save file, open IG, choose Story, add link manually if available",Steps tested on current app; no fake deep link guarantee,Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-16,Save/share flow verified on actual supported phone,Do not confuse link sharing with Story publishing,Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-17,Device/platform matrix and observed limitations,Fallback remains understandable when share API missing,Pattern,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-18,Approved generic/consented OG image and metadata,Private child identity never leaked to public crawlers,Pattern,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-19,Opaque share_id and approved landing destination,No personal fields encoded in URL parameters,Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-20,Auth and cache invalidation tests,State clearly downloaded/posted files cannot be recalled,Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-21,"Approved still, song where allowed, captions and link",Rights scope covers every included file,Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-22,Synthetic public demo and optional brand treatment,Adult can promote Tapcard without publishing child data,Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-23,"Eligibility, app review, OS scope and permission assessment",Blocked until official Meta requirements verified,Creation,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-SHARE-24,Golden export set across skins,No clipping or accidental disclosure in any scene,Pattern,M-SOL,Deterministic renderer + media encoder,E-025,EV-027,L-011
T-AG-01-DRILL,Test/pilot evidence and owner decision,"No production autonomy until evals, logs, rollback and review queue are evidenced",Pattern,M-GROK,Versioned datasets + reviewed routing,E-040; E-001,EV-047,L-022
T-AG-01-PILOT,Test/pilot evidence and owner decision,"No production autonomy until evals, logs, rollback and review queue are evidenced",Pattern,M-GROK,Versioned datasets + reviewed routing,E-040; E-001,EV-047,L-022
T-AG-01-SPEC,Versioned eight-property agent spec,"No production autonomy until evals, logs, rollback and review queue are evidenced",Judgment,M-ASTRA,Versioned datasets + reviewed routing,E-040; E-001,EV-047,L-022
T-AG-02-DRILL,Test/pilot evidence and owner decision,"No production autonomy until evals, logs, rollback and review queue are evidenced",Pattern,M-SOL,Versioned datasets + reviewed routing,E-040; E-053,EV-047,L-022
T-AG-02-PILOT,Test/pilot evidence and owner decision,"No production autonomy until evals, logs, rollback and review queue are evidenced",Pattern,M-SOL,Versioned datasets + reviewed routing,E-040; E-053,EV-047,L-022
T-AG-02-SPEC,Versioned eight-property agent spec,"No production autonomy until evals, logs, rollback and review queue are evidenced",Judgment,M-ASTRA,Versioned datasets + reviewed routing,E-040; E-053,EV-047,L-022
T-AG-03-DRILL,Test/pilot evidence and owner decision,"No production autonomy until evals, logs, rollback and review queue are evidenced",Pattern,M-SOL,Versioned datasets + reviewed routing,E-032; E-040,EV-047,L-022
T-AG-03-PILOT,Test/pilot evidence and owner decision,"No production autonomy until evals, logs, rollback and review queue are evidenced",Pattern,M-SOL,Versioned datasets + reviewed routing,E-032; E-040,EV-047,L-022
T-AG-03-SPEC,Versioned eight-property agent spec,"No production autonomy until evals, logs, rollback and review queue are evidenced",Judgment,M-ASTRA,Versioned datasets + reviewed routing,E-032; E-040,EV-047,L-022
T-AG-04-DRILL,Test/pilot evidence and owner decision,"No production autonomy until evals, logs, rollback and review queue are evidenced",Pattern,M-SOL,Versioned datasets + reviewed routing,E-031; E-040,EV-047,L-022
T-AG-04-PILOT,Test/pilot evidence and owner decision,"No production autonomy until evals, logs, rollback and review queue are evidenced",Pattern,M-SOL,Versioned datasets + reviewed routing,E-031; E-040,EV-047,L-022
T-AG-04-SPEC,Versioned eight-property agent spec,"No production autonomy until evals, logs, rollback and review queue are evidenced",Judgment,M-ASTRA,Versioned datasets + reviewed routing,E-031; E-040,EV-047,L-022
T-AG-05-DRILL,Test/pilot evidence and owner decision,"No production autonomy until evals, logs, rollback and review queue are evidenced",Pattern,M-GROK,Versioned datasets + reviewed routing,E-033; E-034; E-040,EV-047,L-022
T-AG-05-PILOT,Test/pilot evidence and owner decision,"No production autonomy until evals, logs, rollback and review queue are evidenced",Pattern,M-GROK,Versioned datasets + reviewed routing,E-033; E-034; E-040,EV-047,L-022
T-AG-05-SPEC,Versioned eight-property agent spec,"No production autonomy until evals, logs, rollback and review queue are evidenced",Judgment,M-ASTRA,Versioned datasets + reviewed routing,E-033; E-034; E-040,EV-047,L-022
T-AG-06-DRILL,Test/pilot evidence and owner decision,"No production autonomy until evals, logs, rollback and review queue are evidenced",Pattern,M-SOL,Versioned datasets + reviewed routing,E-044; E-040,EV-047,L-022
T-AG-06-PILOT,Test/pilot evidence and owner decision,"No production autonomy until evals, logs, rollback and review queue are evidenced",Pattern,M-SOL,Versioned datasets + reviewed routing,E-044; E-040,EV-047,L-022
T-AG-06-SPEC,Versioned eight-property agent spec,"No production autonomy until evals, logs, rollback and review queue are evidenced",Judgment,M-ASTRA,Versioned datasets + reviewed routing,E-044; E-040,EV-047,L-022
T-AG-07-DRILL,Test/pilot evidence and owner decision,"No production autonomy until evals, logs, rollback and review queue are evidenced",Pattern,M-SOL,Versioned datasets + reviewed routing,E-043; E-040,EV-047,L-022
T-AG-07-PILOT,Test/pilot evidence and owner decision,"No production autonomy until evals, logs, rollback and review queue are evidenced",Pattern,M-SOL,Versioned datasets + reviewed routing,E-043; E-040,EV-047,L-022
T-AG-07-SPEC,Versioned eight-property agent spec,"No production autonomy until evals, logs, rollback and review queue are evidenced",Judgment,M-ASTRA,Versioned datasets + reviewed routing,E-043; E-040,EV-047,L-022
T-AG-08-DRILL,Test/pilot evidence and owner decision,"No production autonomy until evals, logs, rollback and review queue are evidenced",Pattern,M-SOL,Versioned datasets + reviewed routing,E-037; E-038; E-040,EV-047,L-022
T-AG-08-PILOT,Test/pilot evidence and owner decision,"No production autonomy until evals, logs, rollback and review queue are evidenced",Pattern,M-SOL,Versioned datasets + reviewed routing,E-037; E-038; E-040,EV-047,L-022
T-AG-08-SPEC,Versioned eight-property agent spec,"No production autonomy until evals, logs, rollback and review queue are evidenced",Judgment,M-ASTRA,Versioned datasets + reviewed routing,E-037; E-038; E-040,EV-047,L-022
T-J-01-BENCH,"Measured quality, cost, latency and coverage",No deployment based only on typed output or vendor claims,Pattern,M-JEV,M-JEV proposed; rules own action,E-004; E-031,EV-040,L-014
T-J-01-DATA,Adjudicated dataset and split manifest,No train/holdout leakage or consent gap,Judgment,M-JEV,M-JEV proposed; rules own action,E-004; E-031,EV-040,L-014
T-J-01-SHADOW,Shadow decision traces and disagreement queue,No user-visible action until owner accepts calibrated gate,Pattern,M-JEV,M-JEV proposed; rules own action,E-004; E-031,EV-040,L-014
T-J-01-SPEC,Versioned state/question contract,Examples distinguish each choice/level and no-match,Pattern,M-JEV,M-JEV proposed; rules own action,E-004; E-031,EV-040,L-014
T-J-02-BENCH,"Measured quality, cost, latency and coverage",No deployment based only on typed output or vendor claims,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-048,EV-040,L-026
T-J-02-DATA,Adjudicated dataset and split manifest,No train/holdout leakage or consent gap,Judgment,M-JEV,M-JEV proposed; rules own action,E-031; E-048,EV-040,L-026
T-J-02-SHADOW,Shadow decision traces and disagreement queue,No user-visible action until owner accepts calibrated gate,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-048,EV-040,L-026
T-J-02-SPEC,Versioned state/question contract,Examples distinguish each choice/level and no-match,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-048,EV-040,L-026
T-J-03-BENCH,"Measured quality, cost, latency and coverage",No deployment based only on typed output or vendor claims,Pattern,M-JEV,M-JEV proposed; rules own action,E-004; E-031,EV-040,L-014
T-J-03-DATA,Adjudicated dataset and split manifest,No train/holdout leakage or consent gap,Judgment,M-JEV,M-JEV proposed; rules own action,E-004; E-031,EV-040,L-014
T-J-03-SHADOW,Shadow decision traces and disagreement queue,No user-visible action until owner accepts calibrated gate,Pattern,M-JEV,M-JEV proposed; rules own action,E-004; E-031,EV-040,L-014
T-J-03-SPEC,Versioned state/question contract,Examples distinguish each choice/level and no-match,Pattern,M-JEV,M-JEV proposed; rules own action,E-004; E-031,EV-040,L-014
T-J-04-BENCH,"Measured quality, cost, latency and coverage",No deployment based only on typed output or vendor claims,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-032,EV-040,L-035
T-J-04-DATA,Adjudicated dataset and split manifest,No train/holdout leakage or consent gap,Judgment,M-JEV,M-JEV proposed; rules own action,E-031; E-032,EV-040,L-035
T-J-04-SHADOW,Shadow decision traces and disagreement queue,No user-visible action until owner accepts calibrated gate,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-032,EV-040,L-035
T-J-04-SPEC,Versioned state/question contract,Examples distinguish each choice/level and no-match,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-032,EV-040,L-035
T-J-05-BENCH,"Measured quality, cost, latency and coverage",No deployment based only on typed output or vendor claims,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-032,EV-040,L-004
T-J-05-DATA,Adjudicated dataset and split manifest,No train/holdout leakage or consent gap,Judgment,M-JEV,M-JEV proposed; rules own action,E-031; E-032,EV-040,L-004
T-J-05-SHADOW,Shadow decision traces and disagreement queue,No user-visible action until owner accepts calibrated gate,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-032,EV-040,L-004
T-J-05-SPEC,Versioned state/question contract,Examples distinguish each choice/level and no-match,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-032,EV-040,L-004
T-J-06-BENCH,"Measured quality, cost, latency and coverage",No deployment based only on typed output or vendor claims,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-032,EV-040,L-015
T-J-06-DATA,Adjudicated dataset and split manifest,No train/holdout leakage or consent gap,Judgment,M-JEV,M-JEV proposed; rules own action,E-031; E-032,EV-040,L-015
T-J-06-SHADOW,Shadow decision traces and disagreement queue,No user-visible action until owner accepts calibrated gate,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-032,EV-040,L-015
T-J-06-SPEC,Versioned state/question contract,Examples distinguish each choice/level and no-match,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-032,EV-040,L-015
T-J-07-BENCH,"Measured quality, cost, latency and coverage",No deployment based only on typed output or vendor claims,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-044,EV-040,L-028
T-J-07-DATA,Adjudicated dataset and split manifest,No train/holdout leakage or consent gap,Judgment,M-JEV,M-JEV proposed; rules own action,E-031; E-044,EV-040,L-028
T-J-07-SHADOW,Shadow decision traces and disagreement queue,No user-visible action until owner accepts calibrated gate,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-044,EV-040,L-028
T-J-07-SPEC,Versioned state/question contract,Examples distinguish each choice/level and no-match,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-044,EV-040,L-028
T-J-08-BENCH,"Measured quality, cost, latency and coverage",No deployment based only on typed output or vendor claims,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-037,EV-040,L-032
T-J-08-DATA,Adjudicated dataset and split manifest,No train/holdout leakage or consent gap,Judgment,M-JEV,M-JEV proposed; rules own action,E-031; E-037,EV-040,L-032
T-J-08-SHADOW,Shadow decision traces and disagreement queue,No user-visible action until owner accepts calibrated gate,Pattern,M-JEV,M-JEV proposed; rules own action,E-031; E-037,EV-040,L-032
