task_id,phase,area,component_id,task,proposed_owner,status,size,depends_on,priority
T-REPS-03,P2 Card experience,Tap challenge,C-REPS-03,Implement milestones in the shared scene module,Brian Lapp,Backlog,S: 1–2h proposed,T-PLAYER-03,P1
T-REPS-04,P2 Card experience,Tap challenge,C-REPS-04,Implement static stats in the shared scene module,Brian Lapp,Backlog,S: 1–2h proposed,T-PLAYER-03,P1
T-REPS-05,P2 Card experience,Tap challenge,C-REPS-05,Implement motion in the shared scene module,Brian Lapp,Backlog,S: 1–2h proposed,T-PLAYER-03,P1
T-REPS-COPY,P2 Card experience,Tap challenge,C-REPS,Approve the child-friendly content contract and sparse-facts fallback,Tim Miller,Backlog,S: 1–2h proposed,T-005,P1
T-REPS-EVENT,P2 Card experience,Tap challenge,C-REPS,"Wire scene entry, action and semantic completion events",Brian Lapp,Backlog,S: 1–2h proposed,T-REPS-TEST,P1
T-REPS-SKINS,P2 Card experience,Tap challenge,C-REPS,Verify this module across the ten actual skin manifests,Tim Miller,Backlog,S: 1–2h proposed,T-REPS-TEST,P1
T-REPS-TEST,P2 Card experience,Tap challenge,C-REPS,"Exercise entry, interaction, exit and replay boundaries",Tim Miller,Backlog,M: 2–4h proposed,T-REPS-01; T-REPS-02; T-REPS-03; T-REPS-04; T-REPS-05; T-REPS-COPY,P1
T-THEME-01,P2 Card experience,Ten reusable skins,C-THEME,Inventory all ten actual theme names and versions,Tim Miller,Backlog,S: 1–2h proposed,T-004,P1
T-THEME-02,P2 Card experience,Ten reusable skins,C-THEME,Define shared design tokens,Tim Miller,Backlog,S: 1–2h proposed,T-THEME-01,P1
T-THEME-03,P2 Card experience,Ten reusable skins,C-THEME,Prioritize Quest for first child-friendly slice,Tim Miller,Backlog,S: 1–2h proposed,T-THEME-02,P1
T-THEME-04,P2 Card experience,Ten reusable skins,C-THEME,Review Little Legend child suitability,Tim Miller,Backlog,S: 1–2h proposed,T-THEME-03,P1
T-THEME-05,P2 Card experience,Ten reusable skins,C-THEME,Review Stadium treatment,Tim Miller,Backlog,S: 1–2h proposed,T-THEME-04,P1
T-THEME-06,P2 Card experience,Ten reusable skins,C-THEME,Review Pet HQ treatment,Tim Miller,Backlog,S: 1–2h proposed,T-THEME-05,P1
T-THEME-07,P2 Card experience,Ten reusable skins,C-THEME,Retain Firmware as internal regression example,Tim Miller,Backlog,S: 1–2h proposed,T-THEME-06,P1
T-THEME-08,P2 Card experience,Ten reusable skins,C-THEME,Verify the remaining five actual skins,Tim Miller,To verify,S: 1–2h proposed,T-THEME-07,P1
T-THEME-09,P2 Card experience,Ten reusable skins,C-THEME,Build per-skin asset and export manifests,Tim Miller,Backlog,M: 2–4h proposed,T-THEME-08,P1
T-THEME-10,P2 Card experience,Ten reusable skins,C-THEME,Test mixed lengths and language samples across skins,Tim Miller,Backlog,S: 1–2h proposed,T-THEME-09,P1
T-BOOT-SHARE,P3 Sharing and pilot,Opening boot,C-BOOT,Build the approved still and motion share recipe,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-03; T-BOOT-TEST,P1
T-CERT-SHARE,P3 Sharing and pilot,Birthday certificate,C-CERT,Build the approved still and motion share recipe,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-03; T-CERT-TEST,P1
T-CHART-SHARE,P3 Sharing and pilot,Story briefing,C-CHART,Build the approved still and motion share recipe,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-03; T-CHART-TEST,P1
T-END-SHARE,P3 Sharing and pilot,Closing note,C-END,Build the approved still and motion share recipe,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-03; T-END-TEST,P1
T-FIN-SHARE,P3 Sharing and pilot,Finale and candles,C-FIN,Build the approved still and motion share recipe,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-03; T-FIN-TEST,P1
T-FUEL-SHARE,P3 Sharing and pilot,Fill meter,C-FUEL,Build the approved still and motion share recipe,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-03; T-FUEL-TEST,P1
T-GAUGE-SHARE,P3 Sharing and pilot,Playful diagnostic,C-GAUGE,Build the approved still and motion share recipe,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-03; T-GAUGE-TEST,P1
T-HERO-SHARE,P3 Sharing and pilot,Birthday opening,C-HERO,Build the approved still and motion share recipe,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-03; T-HERO-TEST,P1
T-INC-SHARE,P3 Sharing and pilot,Incident replay,C-INC,Build the approved still and motion share recipe,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-03; T-INC-TEST,P1
T-MUSIC-SHARE,P3 Sharing and pilot,Mixtape,C-MUSIC,Build the approved still and motion share recipe,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-03; T-MUSIC-TEST,P1
T-OPS-01,P3 Sharing and pilot,Release and founder operations,C-OPS,Verify repository and Lovable sync workflow,Brian Lapp,To verify,S: 1–2h proposed,T-004,P1
T-OPS-02,P3 Sharing and pilot,Release and founder operations,C-OPS,Create isolated preview/staging environment,Brian Lapp,Backlog,S: 1–2h proposed,T-OPS-01,P1
T-OPS-03,P3 Sharing and pilot,Release and founder operations,C-OPS,Add affected-suite CI gates,Brian Lapp,Backlog,S: 1–2h proposed,T-OPS-02,P1
T-OPS-04,P3 Sharing and pilot,Release and founder operations,C-OPS,"Version config, prompts, models and assets separately",Brian Lapp,Backlog,S: 1–2h proposed,T-OPS-03,P1
T-OPS-05,P3 Sharing and pilot,Release and founder operations,C-OPS,Practice app/config/model/asset rollback,Brian Lapp,Backlog,S: 1–2h proposed,T-OPS-04,P1
T-OPS-06,P3 Sharing and pilot,Release and founder operations,C-OPS,Implement incident severity and on-call backup,Brian Lapp,Backlog,M: 2–4h proposed,T-OPS-05,P1
T-OPS-07,P3 Sharing and pilot,Release and founder operations,C-OPS,Create customer support queue and draft-only assistance,Brian Lapp,Backlog,S: 1–2h proposed,T-OPS-06,P1
T-OPS-08,P3 Sharing and pilot,Release and founder operations,C-OPS,Reconcile vendor bills and accepted outputs,Brian Lapp,Backlog,S: 1–2h proposed,T-OPS-07,P1
T-OPS-09,P3 Sharing and pilot,Release and founder operations,C-OPS,Set provider spend and queue controls,Brian Lapp,Backlog,S: 1–2h proposed,T-OPS-08,P1
T-OPS-10,P3 Sharing and pilot,Release and founder operations,C-OPS,Export planning and operational history periodically,Brian Lapp,Backlog,S: 1–2h proposed,T-OPS-09,P1
T-PET-SHARE,P3 Sharing and pilot,Companion scene,C-PET,Build the approved still and motion share recipe,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-03; T-PET-TEST,P1
T-PILOT-01,P3 Sharing and pilot,Kids-first pilot and growth,C-PILOT,Select ten proposed gift cases with adult permission,Jordan,Backlog,S: 1–2h proposed,T-004,P1
T-PILOT-02,P3 Sharing and pilot,Kids-first pilot and growth,C-PILOT,Schedule unassisted giver tests,Jordan,Backlog,S: 1–2h proposed,T-PILOT-01,P1
T-PILOT-03,P3 Sharing and pilot,Kids-first pilot and growth,C-PILOT,Review each card before gifting,Jordan,Backlog,S: 1–2h proposed,T-PILOT-02,P1
T-PILOT-04,P3 Sharing and pilot,Kids-first pilot and growth,C-PILOT,Collect adult giver and recipient-experience feedback,Jordan,Backlog,S: 1–2h proposed,T-PILOT-03,P1
T-PILOT-05,P3 Sharing and pilot,Kids-first pilot and growth,C-PILOT,Create synthetic public product examples,Jordan,Backlog,S: 1–2h proposed,T-PILOT-04,P1
T-PILOT-06,P3 Sharing and pilot,Kids-first pilot and growth,C-PILOT,Define referral attribution and exclusions,Jordan,Backlog,S: 1–2h proposed,T-PILOT-05,P1
T-PILOT-07,P3 Sharing and pilot,Kids-first pilot and growth,C-PILOT,Test optional post-finale product invitation,Jordan,Backlog,S: 1–2h proposed,T-PILOT-06,P1
T-PILOT-08,P3 Sharing and pilot,Kids-first pilot and growth,C-PILOT,Review top objections and corrections,Jordan,Backlog,S: 1–2h proposed,T-PILOT-07,P1
T-PILOT-09,P3 Sharing and pilot,Kids-first pilot and growth,C-PILOT,Plan optional birthday reminders,Jordan,Backlog,S: 1–2h proposed,T-PILOT-08,P1
T-PILOT-10,P3 Sharing and pilot,Kids-first pilot and growth,C-PILOT,Decide next cohort based on quality and workload,Jordan,Backlog,S: 1–2h proposed,T-PILOT-09,P1
T-QUALITY-01,P3 Sharing and pilot,Quality and compatibility,C-QUALITY,Create synthetic reference fixtures,Tim Miller,Backlog,S: 1–2h proposed,T-004,P1
T-QUALITY-02,P3 Sharing and pilot,Quality and compatibility,C-QUALITY,Run keyboard/focus/screen-reader checks,Tim Miller,Backlog,S: 1–2h proposed,T-QUALITY-01,P1
T-QUALITY-03,P3 Sharing and pilot,Quality and compatibility,C-QUALITY,Run reduced-motion and mute tests,Tim Miller,Backlog,S: 1–2h proposed,T-QUALITY-02,P1
T-QUALITY-04,P3 Sharing and pilot,Quality and compatibility,C-QUALITY,Run real iOS Safari playback tests,Tim Miller,Backlog,S: 1–2h proposed,T-QUALITY-03,P1
T-QUALITY-05,P3 Sharing and pilot,Quality and compatibility,C-QUALITY,Run midrange Android Chrome tests,Tim Miller,Backlog,S: 1–2h proposed,T-QUALITY-04,P1
T-QUALITY-06,P3 Sharing and pilot,Quality and compatibility,C-QUALITY,Run IG/Facebook in-app browser tests,Tim Miller,Backlog,S: 1–2h proposed,T-QUALITY-05,P1
T-QUALITY-07,P3 Sharing and pilot,Quality and compatibility,C-QUALITY,Run desktop Chrome/Safari/Firefox/Edge smoke,Tim Miller,Backlog,S: 1–2h proposed,T-QUALITY-06,P1
T-QUALITY-08,P3 Sharing and pilot,Quality and compatibility,C-QUALITY,Test dependency/asset outages,Tim Miller,Backlog,S: 1–2h proposed,T-QUALITY-07,P1
T-QUALITY-09,P3 Sharing and pilot,Quality and compatibility,C-QUALITY,Check repeat navigation memory and timers,Tim Miller,Backlog,S: 1–2h proposed,T-QUALITY-08,P1
T-QUALITY-10,P3 Sharing and pilot,Quality and compatibility,C-QUALITY,Review malicious text and uploaded asset cases,Tim Miller,Backlog,S: 1–2h proposed,T-QUALITY-09,P1
T-QUALITY-11,P3 Sharing and pilot,Quality and compatibility,C-QUALITY,Measure performance budgets on actual devices,Tim Miller,Backlog,S: 1–2h proposed,T-QUALITY-10,P1
T-QUALITY-12,P3 Sharing and pilot,Quality and compatibility,C-QUALITY,Record release evidence and known limitations,Tim Miller,Backlog,S: 1–2h proposed,T-QUALITY-11,P1
T-REPS-SHARE,P3 Sharing and pilot,Tap challenge,C-REPS,Build the approved still and motion share recipe,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-03; T-REPS-TEST,P1
T-SHARE-01,P3 Sharing and pilot,Share maker platform,C-SHARE,Define share targets and honest capability labels,Brian Lapp,Backlog,S: 1–2h proposed,T-004,P1
T-SHARE-02,P3 Sharing and pilot,Share maker platform,C-SHARE,Define a share recipe for each scene and whole card,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-01,P1
T-SHARE-03,P3 Sharing and pilot,Share maker platform,C-SHARE,Build structured export from approved scene data,Brian Lapp,Backlog,M: 2–4h proposed,T-SHARE-02,P1
T-SHARE-04,P3 Sharing and pilot,Share maker platform,C-SHARE,Build adult preview and privacy edit step,Brian Lapp,Backlog,M: 2–4h proposed,T-SHARE-03,P1
T-SHARE-05,P3 Sharing and pilot,Share maker platform,C-SHARE,Implement 9:16 master and safe-region guides,Brian Lapp,Backlog,M: 2–4h proposed,T-SHARE-04,P1
T-SHARE-06,P3 Sharing and pilot,Share maker platform,C-SHARE,Add square and portrait feed derivatives,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-05,P1
T-SHARE-07,P3 Sharing and pilot,Share maker platform,C-SHARE,Render PNG with fonts and assets ready,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-06,P1
T-SHARE-08,P3 Sharing and pilot,Share maker platform,C-SHARE,Create deterministic motion capture,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-07,P1
T-SHARE-09,P3 Sharing and pilot,Share maker platform,C-SHARE,Encode MP4 and provide supported fallbacks,Brian Lapp,Backlog,M: 2–4h proposed,T-SHARE-08,P1
T-SHARE-10,P3 Sharing and pilot,Share maker platform,C-SHARE,Mix permitted audio and burn captions,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-09,P1
T-SHARE-11,P3 Sharing and pilot,Share maker platform,C-SHARE,Build whole-card recap/trailer selector,Brian Lapp,Backlog,M: 2–4h proposed,T-SHARE-10,P1
T-SHARE-12,P3 Sharing and pilot,Share maker platform,C-SHARE,Implement generation progress/cancel/retry,Brian Lapp,Backlog,M: 2–4h proposed,T-SHARE-11,P1
T-SHARE-13,P3 Sharing and pilot,Share maker platform,C-SHARE,Pre-render before invoking native share,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-12,P1
T-SHARE-14,P3 Sharing and pilot,Share maker platform,C-SHARE,Handle unsupported share and cancellation,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-13,P1
T-SHARE-15,P3 Sharing and pilot,Share maker platform,C-SHARE,Add IG Stories guidance,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-14,P1
T-SHARE-16,P3 Sharing and pilot,Share maker platform,C-SHARE,Add Facebook Stories guidance,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-15,P1
T-SHARE-17,P3 Sharing and pilot,Share maker platform,C-SHARE,Test in-app browsers and desktop handoff,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-16,P1
T-SHARE-18,P3 Sharing and pilot,Share maker platform,C-SHARE,Generate safe link previews,Brian Lapp,Backlog,M: 2–4h proposed,T-SHARE-17,P1
T-SHARE-19,P3 Sharing and pilot,Share maker platform,C-SHARE,Add versioned share IDs and referral attribution,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-18,P1
T-SHARE-20,P3 Sharing and pilot,Share maker platform,C-SHARE,Expire/revoke hosted derivatives,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-19,P1
T-SHARE-21,P3 Sharing and pilot,Share maker platform,C-SHARE,Export a keepsake package proposal,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-20,P1
T-SHARE-22,P3 Sharing and pilot,Share maker platform,C-SHARE,Separate product promotion from sharing a child card,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-21,P1
T-SHARE-23,P3 Sharing and pilot,Share maker platform,C-SHARE,Evaluate native Story SDK only after browser pilot,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-22,P1
T-SHARE-24,P3 Sharing and pilot,Share maker platform,C-SHARE,Test every recipe with long names and sparse inputs,Brian Lapp,Backlog,S: 1–2h proposed,T-SHARE-23,P1
T-AG-01-DRILL,P4 Learning and efficiency,Agent governance,C-LEARN,"Run forbidden-action, kill-switch and recovery drill: Backlog coordinator",Jordan,Backlog,S: 1–2h proposed,T-AG-01-SPEC,P1
T-AG-01-PILOT,P4 Learning and efficiency,Agent governance,C-LEARN,Run a reviewed sandbox pilot and record workload savings: Backlog coordinator,Jordan,Backlog,S: 1–2h proposed,T-AG-01-DRILL,P1
T-AG-01-SPEC,P4 Learning and efficiency,Agent governance,C-LEARN,"Finalize permission, memory and escalation contract: Backlog coordinator",Jordan,Backlog,S: 1–2h proposed,T-006,P1
T-AG-02-DRILL,P4 Learning and efficiency,Agent governance,C-LEARN,"Run forbidden-action, kill-switch and recovery drill: Eval runner",Brian Lapp,Backlog,S: 1–2h proposed,T-AG-02-SPEC,P1
T-AG-02-PILOT,P4 Learning and efficiency,Agent governance,C-LEARN,Run a reviewed sandbox pilot and record workload savings: Eval runner,Brian Lapp,Backlog,S: 1–2h proposed,T-AG-02-DRILL,P1
T-AG-02-SPEC,P4 Learning and efficiency,Agent governance,C-LEARN,"Finalize permission, memory and escalation contract: Eval runner",Brian Lapp,Backlog,S: 1–2h proposed,T-006,P1
T-AG-03-DRILL,P4 Learning and efficiency,Agent governance,C-LEARN,"Run forbidden-action, kill-switch and recovery drill: Content draft assistant",Tim Miller,Backlog,S: 1–2h proposed,T-AG-03-SPEC,P1
T-AG-03-PILOT,P4 Learning and efficiency,Agent governance,C-LEARN,Run a reviewed sandbox pilot and record workload savings: Content draft assistant,Tim Miller,Backlog,S: 1–2h proposed,T-AG-03-DRILL,P1
T-AG-03-SPEC,P4 Learning and efficiency,Agent governance,C-LEARN,"Finalize permission, memory and escalation contract: Content draft assistant",Tim Miller,Backlog,S: 1–2h proposed,T-006,P1
T-AG-04-DRILL,P4 Learning and efficiency,Agent governance,C-LEARN,"Run forbidden-action, kill-switch and recovery drill: Typed decision service",Brian Lapp,Backlog,S: 1–2h proposed,T-AG-04-SPEC,P1
T-AG-04-PILOT,P4 Learning and efficiency,Agent governance,C-LEARN,Run a reviewed sandbox pilot and record workload savings: Typed decision service,Brian Lapp,Backlog,S: 1–2h proposed,T-AG-04-DRILL,P1
T-AG-04-SPEC,P4 Learning and efficiency,Agent governance,C-LEARN,"Finalize permission, memory and escalation contract: Typed decision service",Brian Lapp,Backlog,S: 1–2h proposed,T-006,P1
T-AG-05-DRILL,P4 Learning and efficiency,Agent governance,C-LEARN,"Run forbidden-action, kill-switch and recovery drill: Media production coordinator",Tim Miller,Backlog,S: 1–2h proposed,T-AG-05-SPEC,P1
T-AG-05-PILOT,P4 Learning and efficiency,Agent governance,C-LEARN,Run a reviewed sandbox pilot and record workload savings: Media production coordinator,Tim Miller,Backlog,S: 1–2h proposed,T-AG-05-DRILL,P1
T-AG-05-SPEC,P4 Learning and efficiency,Agent governance,C-LEARN,"Finalize permission, memory and escalation contract: Media production coordinator",Tim Miller,Backlog,S: 1–2h proposed,T-006,P1
T-AG-06-DRILL,P4 Learning and efficiency,Agent governance,C-LEARN,"Run forbidden-action, kill-switch and recovery drill: Support triage assistant",Tim Miller,Backlog,S: 1–2h proposed,T-AG-06-SPEC,P1
T-AG-06-PILOT,P4 Learning and efficiency,Agent governance,C-LEARN,Run a reviewed sandbox pilot and record workload savings: Support triage assistant,Tim Miller,Backlog,S: 1–2h proposed,T-AG-06-DRILL,P1
T-AG-06-SPEC,P4 Learning and efficiency,Agent governance,C-LEARN,"Finalize permission, memory and escalation contract: Support triage assistant",Tim Miller,Backlog,S: 1–2h proposed,T-006,P1
T-AG-07-DRILL,P4 Learning and efficiency,Agent governance,C-LEARN,"Run forbidden-action, kill-switch and recovery drill: Cost anomaly monitor",Brian Lapp,Backlog,S: 1–2h proposed,T-AG-07-SPEC,P1
T-AG-07-PILOT,P4 Learning and efficiency,Agent governance,C-LEARN,Run a reviewed sandbox pilot and record workload savings: Cost anomaly monitor,Brian Lapp,Backlog,S: 1–2h proposed,T-AG-07-DRILL,P1
T-AG-07-SPEC,P4 Learning and efficiency,Agent governance,C-LEARN,"Finalize permission, memory and escalation contract: Cost anomaly monitor",Brian Lapp,Backlog,S: 1–2h proposed,T-006,P1
T-AG-08-DRILL,P4 Learning and efficiency,Agent governance,C-LEARN,"Run forbidden-action, kill-switch and recovery drill: Learning review assistant",Jordan,Backlog,S: 1–2h proposed,T-AG-08-SPEC,P1
T-AG-08-PILOT,P4 Learning and efficiency,Agent governance,C-LEARN,Run a reviewed sandbox pilot and record workload savings: Learning review assistant,Jordan,Backlog,S: 1–2h proposed,T-AG-08-DRILL,P1
T-AG-08-SPEC,P4 Learning and efficiency,Agent governance,C-LEARN,"Finalize permission, memory and escalation contract: Learning review assistant",Jordan,Backlog,S: 1–2h proposed,T-006,P1
T-J-01-BENCH,P4 Learning and efficiency,Jev decisions,C-LEARN,Compare Jev with rules and general-model baseline: Interview completeness,Brian Lapp,Backlog,S: 1–2h proposed,T-J-01-DATA,P1
T-J-01-DATA,P4 Learning and efficiency,Jev decisions,C-LEARN,"Label ordinary, ambiguous and adversarial examples: Interview completeness",Brian Lapp,Backlog,S: 1–2h proposed,T-J-01-SPEC,P1
T-J-01-SHADOW,P4 Learning and efficiency,Jev decisions,C-LEARN,Run read-only shadow and review exceptions: Interview completeness,Brian Lapp,Backlog,S: 1–2h proposed,T-J-01-BENCH,P1
T-J-01-SPEC,P4 Learning and efficiency,Jev decisions,C-LEARN,Define question semantics and allowed outputs: Interview completeness,Brian Lapp,Backlog,S: 1–2h proposed,T-LEARN-07,P1
T-J-02-BENCH,P4 Learning and efficiency,Jev decisions,C-LEARN,Compare Jev with rules and general-model baseline: Theme fit,Brian Lapp,Backlog,S: 1–2h proposed,T-J-02-DATA,P1
T-J-02-DATA,P4 Learning and efficiency,Jev decisions,C-LEARN,"Label ordinary, ambiguous and adversarial examples: Theme fit",Brian Lapp,Backlog,S: 1–2h proposed,T-J-02-SPEC,P1
T-J-02-SHADOW,P4 Learning and efficiency,Jev decisions,C-LEARN,Run read-only shadow and review exceptions: Theme fit,Brian Lapp,Backlog,S: 1–2h proposed,T-J-02-BENCH,P1
T-J-02-SPEC,P4 Learning and efficiency,Jev decisions,C-LEARN,Define question semantics and allowed outputs: Theme fit,Brian Lapp,Backlog,S: 1–2h proposed,T-LEARN-07,P1
T-J-03-BENCH,P4 Learning and efficiency,Jev decisions,C-LEARN,Compare Jev with rules and general-model baseline: Follow-up relevance,Brian Lapp,Backlog,S: 1–2h proposed,T-J-03-DATA,P1
T-J-03-DATA,P4 Learning and efficiency,Jev decisions,C-LEARN,"Label ordinary, ambiguous and adversarial examples: Follow-up relevance",Brian Lapp,Backlog,S: 1–2h proposed,T-J-03-SPEC,P1
T-J-03-SHADOW,P4 Learning and efficiency,Jev decisions,C-LEARN,Run read-only shadow and review exceptions: Follow-up relevance,Brian Lapp,Backlog,S: 1–2h proposed,T-J-03-BENCH,P1
T-J-03-SPEC,P4 Learning and efficiency,Jev decisions,C-LEARN,Define question semantics and allowed outputs: Follow-up relevance,Brian Lapp,Backlog,S: 1–2h proposed,T-LEARN-07,P1
T-J-04-BENCH,P4 Learning and efficiency,Jev decisions,C-LEARN,Compare Jev with rules and general-model baseline: Tone mismatch screening,Brian Lapp,Backlog,S: 1–2h proposed,T-J-04-DATA,P1
T-J-04-DATA,P4 Learning and efficiency,Jev decisions,C-LEARN,"Label ordinary, ambiguous and adversarial examples: Tone mismatch screening",Brian Lapp,Backlog,S: 1–2h proposed,T-J-04-SPEC,P1
T-J-04-SHADOW,P4 Learning and efficiency,Jev decisions,C-LEARN,Run read-only shadow and review exceptions: Tone mismatch screening,Brian Lapp,Backlog,S: 1–2h proposed,T-J-04-BENCH,P1
T-J-04-SPEC,P4 Learning and efficiency,Jev decisions,C-LEARN,Define question semantics and allowed outputs: Tone mismatch screening,Brian Lapp,Backlog,S: 1–2h proposed,T-LEARN-07,P1
T-J-05-BENCH,P4 Learning and efficiency,Jev decisions,C-LEARN,Compare Jev with rules and general-model baseline: Factual support screening,Brian Lapp,Backlog,S: 1–2h proposed,T-J-05-DATA,P1
T-J-05-DATA,P4 Learning and efficiency,Jev decisions,C-LEARN,"Label ordinary, ambiguous and adversarial examples: Factual support screening",Brian Lapp,Backlog,S: 1–2h proposed,T-J-05-SPEC,P1
T-J-05-SHADOW,P4 Learning and efficiency,Jev decisions,C-LEARN,Run read-only shadow and review exceptions: Factual support screening,Brian Lapp,Backlog,S: 1–2h proposed,T-J-05-BENCH,P1
T-J-05-SPEC,P4 Learning and efficiency,Jev decisions,C-LEARN,Define question semantics and allowed outputs: Factual support screening,Brian Lapp,Backlog,S: 1–2h proposed,T-LEARN-07,P1
T-J-06-BENCH,P4 Learning and efficiency,Jev decisions,C-LEARN,Compare Jev with rules and general-model baseline: Candidate copy ranking,Brian Lapp,Backlog,S: 1–2h proposed,T-J-06-DATA,P1
T-J-06-DATA,P4 Learning and efficiency,Jev decisions,C-LEARN,"Label ordinary, ambiguous and adversarial examples: Candidate copy ranking",Brian Lapp,Backlog,S: 1–2h proposed,T-J-06-SPEC,P1
T-J-06-SHADOW,P4 Learning and efficiency,Jev decisions,C-LEARN,Run read-only shadow and review exceptions: Candidate copy ranking,Brian Lapp,Backlog,S: 1–2h proposed,T-J-06-BENCH,P1
T-J-06-SPEC,P4 Learning and efficiency,Jev decisions,C-LEARN,Define question semantics and allowed outputs: Candidate copy ranking,Brian Lapp,Backlog,S: 1–2h proposed,T-LEARN-07,P1
T-J-07-BENCH,P4 Learning and efficiency,Jev decisions,C-LEARN,Compare Jev with rules and general-model baseline: Support intent,Brian Lapp,Backlog,S: 1–2h proposed,T-J-07-DATA,P1
T-J-07-DATA,P4 Learning and efficiency,Jev decisions,C-LEARN,"Label ordinary, ambiguous and adversarial examples: Support intent",Brian Lapp,Backlog,S: 1–2h proposed,T-J-07-SPEC,P1
T-J-07-SHADOW,P4 Learning and efficiency,Jev decisions,C-LEARN,Run read-only shadow and review exceptions: Support intent,Brian Lapp,Backlog,S: 1–2h proposed,T-J-07-BENCH,P1
T-J-07-SPEC,P4 Learning and efficiency,Jev decisions,C-LEARN,Define question semantics and allowed outputs: Support intent,Brian Lapp,Backlog,S: 1–2h proposed,T-LEARN-07,P1
T-J-08-BENCH,P4 Learning and efficiency,Jev decisions,C-LEARN,Compare Jev with rules and general-model baseline: Feedback defect label,Brian Lapp,Backlog,S: 1–2h proposed,T-J-08-DATA,P1
T-J-08-DATA,P4 Learning and efficiency,Jev decisions,C-LEARN,"Label ordinary, ambiguous and adversarial examples: Feedback defect label",Brian Lapp,Backlog,S: 1–2h proposed,T-J-08-SPEC,P1
T-J-08-SHADOW,P4 Learning and efficiency,Jev decisions,C-LEARN,Run read-only shadow and review exceptions: Feedback defect label,Brian Lapp,Backlog,S: 1–2h proposed,T-J-08-BENCH,P1
T-J-08-SPEC,P4 Learning and efficiency,Jev decisions,C-LEARN,Define question semantics and allowed outputs: Feedback defect label,Brian Lapp,Backlog,S: 1–2h proposed,T-LEARN-07,P1
T-J-09-BENCH,P4 Learning and efficiency,Jev decisions,C-LEARN,Compare Jev with rules and general-model baseline: Issue duplication relevance,Brian Lapp,Backlog,S: 1–2h proposed,T-J-09-DATA,P1
T-J-09-DATA,P4 Learning and efficiency,Jev decisions,C-LEARN,"Label ordinary, ambiguous and adversarial examples: Issue duplication relevance",Brian Lapp,Backlog,S: 1–2h proposed,T-J-09-SPEC,P1
T-J-09-SHADOW,P4 Learning and efficiency,Jev decisions,C-LEARN,Run read-only shadow and review exceptions: Issue duplication relevance,Brian Lapp,Backlog,S: 1–2h proposed,T-J-09-BENCH,P1
T-J-09-SPEC,P4 Learning and efficiency,Jev decisions,C-LEARN,Define question semantics and allowed outputs: Issue duplication relevance,Brian Lapp,Backlog,S: 1–2h proposed,T-LEARN-07,P1
T-J-10-BENCH,P4 Learning and efficiency,Jev decisions,C-LEARN,Compare Jev with rules and general-model baseline: Share caption suitability,Brian Lapp,Backlog,S: 1–2h proposed,T-J-10-DATA,P1
T-J-10-DATA,P4 Learning and efficiency,Jev decisions,C-LEARN,"Label ordinary, ambiguous and adversarial examples: Share caption suitability",Brian Lapp,Backlog,S: 1–2h proposed,T-J-10-SPEC,P1
T-J-10-SHADOW,P4 Learning and efficiency,Jev decisions,C-LEARN,Run read-only shadow and review exceptions: Share caption suitability,Brian Lapp,Backlog,S: 1–2h proposed,T-J-10-BENCH,P1
T-J-10-SPEC,P4 Learning and efficiency,Jev decisions,C-LEARN,Define question semantics and allowed outputs: Share caption suitability,Brian Lapp,Backlog,S: 1–2h proposed,T-LEARN-07,P1
T-J-11-BENCH,P4 Learning and efficiency,Jev decisions,C-LEARN,Compare Jev with rules and general-model baseline: Music brief genre fit,Brian Lapp,Backlog,S: 1–2h proposed,T-J-11-DATA,P1
T-J-11-DATA,P4 Learning and efficiency,Jev decisions,C-LEARN,"Label ordinary, ambiguous and adversarial examples: Music brief genre fit",Brian Lapp,Backlog,S: 1–2h proposed,T-J-11-SPEC,P1
